IDCompLib,IDCompType,Model,HP,RatedCapacity,RatedPressure,MaxFullFlowPressure,IDControlType,UnloadPoint,MinULSumpPressure,BlowdownTime,UnloadSteps,ModulatingPressRange,PowerFLBHP,TotPackageInputPower,SpecPackagePower,NoLoadPowerFM,NoLoadPowerUL,MaxSurgePressure,MaxPressSurgeFlow,MinStonewallPressure,MinPressStonewallFlow,DesignSurgeFlow,DesignInTemp,DesignInPressure,AmpsFL,EffFL
504,1,250 hp/185 kW,250,825,165,175,4,100,15,40,2,-9999,262.5,209.1999969,25.39999962,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
506,1,300 hp/225 kW,300,1417,100,110,1,50,15,40,2,5,315,249.6999969,17.60000038,65,16,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
507,1,300 hp/225 kW,300,1485,100,100,2,50,15,40,2,20,330,261.6000061,17.60000038,65,16,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
508,1,300 hp/225 kW,300,1485,100,100,3,40,15,40,2,16.66699982,330,261.6000061,17.60000038,57,16,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
509,1,300 hp/225 kW,300,1417,100,110,4,100,15,40,2,-9999,315,249.6999969,17.60000038,-9999,16,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
511,1,300 hp/225 kW,300,1408,110,120,1,50,15,40,2,5,315,249.6999969,17.70000076,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
512,1,300 hp/225 kW,300,1475,110,110,2,50,15,40,2,20,330,261.6000061,17.70000076,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
513,1,300 hp/225 kW,300,1475,110,110,3,40,15,40,2,16.66699982,330,261.6000061,17.70000076,57,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
514,1,300 hp/225 kW,300,1408,110,120,4,100,15,40,2,-9999,315,249.6999969,17.70000076,-9999,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
516,1,300 hp/225 kW,300,1304,115,125,1,50,15,40,2,5,315,249.6999969,19.10000038,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
517,1,300 hp/225 kW,300,1367,115,115,2,50,15,40,2,20,330,261.6000061,19.10000038,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
518,1,300 hp/225 kW,300,1367,115,115,3,40,15,40,2,16.66699982,330,261.6000061,19.10000038,57,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
519,1,300 hp/225 kW,300,1304,115,125,4,100,15,40,2,-9999,315,249.6999969,19.10000038,-9999,15,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
521,1,300 hp/225 kW,300,1259,125,135,1,50,15,40,2,5,315,249.6999969,19.79999924,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
522,1,300 hp/225 kW,300,1319,125,125,2,50,15,40,2,20,330,261.6000061,19.79999924,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
523,1,300 hp/225 kW,300,1319,125,125,3,40,15,40,2,16.66699982,330,261.6000061,19.79999924,57,14,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
524,1,300 hp/225 kW,300,1259,125,135,4,100,15,40,2,-9999,315,249.6999969,19.79999924,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
526,1,300 hp/225 kW,300,1098,140,150,1,50,15,40,2,5,315,249.6999969,22.70000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
527,1,300 hp/225 kW,300,1150,140,140,2,50,15,40,2,20,330,261.6000061,22.70000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
528,1,300 hp/225 kW,300,1150,140,140,3,40,15,40,2,16.66699982,330,261.6000061,22.70000076,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
529,1,300 hp/225 kW,300,1098,140,150,4,100,15,40,2,-9999,315,249.6999969,22.70000076,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
531,1,300 hp/225 kW,300,1137,150,160,1,50,15,40,2,5,315,249.6999969,22,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
532,1,300 hp/225 kW,300,1192,150,150,2,50,15,40,2,20,330,261.6000061,22,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
533,1,300 hp/225 kW,300,1192,150,150,3,40,15,40,2,16.66699982,330,261.6000061,22,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
534,1,300 hp/225 kW,300,1137,150,160,4,100,15,40,2,-9999,315,249.6999969,22,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
536,1,300 hp/225 kW,300,930,200,210,1,50,15,40,2,5,315,249.6999969,26.89999962,65,11,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
537,1,300 hp/225 kW,300,974,200,200,2,50,15,40,2,20,330,261.6000061,26.89999962,65,11,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
538,1,300 hp/225 kW,300,974,200,200,3,40,15,40,2,16.66699982,330,261.6000061,26.89999962,57,11,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
539,1,300 hp/225 kW,300,930,200,210,4,100,15,40,2,-9999,315,249.6999969,26.89999962,-9999,11,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
541,1,350 hp/260 kW,350,1687,100,110,1,50,15,40,2,5,367.5,290.1000061,17.20000076,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
542,1,350 hp/260 kW,350,1768,100,100,2,50,15,40,2,20,385,303.8999939,17.20000076,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
543,1,350 hp/260 kW,350,1768,100,100,3,40,15,40,2,16.66699982,385,303.8999939,17.20000076,57,17,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
544,1,350 hp/260 kW,350,1687,100,110,4,100,15,40,2,-9999,367.5,290.1000061,17.20000076,-9999,17,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
546,1,350 hp/260 kW,350,1557,115,125,1,50,15,40,2,5,367.5,290.1000061,18.60000038,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
547,1,350 hp/260 kW,350,1631,115,115,2,50,15,40,2,20,385,303.8999939,18.60000038,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
548,1,350 hp/260 kW,350,1631,115,115,3,40,15,40,2,16.66699982,385,303.8999939,18.60000038,57,15,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
549,1,350 hp/260 kW,350,1557,115,125,4,100,15,40,2,-9999,367.5,290.1000061,18.60000038,-9999,15,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
551,1,350 hp/260 kW,350,1500,125,135,1,50,15,40,2,5,367.5,290.1000061,19.29999924,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
552,1,350 hp/260 kW,350,1571,125,125,2,50,15,40,2,20,385,303.8999939,19.29999924,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
553,1,350 hp/260 kW,350,1571,125,125,3,40,15,40,2,16.66699982,385,303.8999939,19.29999924,57,14,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
554,1,350 hp/260 kW,350,1500,125,135,4,100,15,40,2,-9999,367.5,290.1000061,19.29999924,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
556,1,350 hp/260 kW,350,1391,140,150,1,50,15,40,2,5,367.5,290.1000061,20.89999962,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
557,1,350 hp/260 kW,350,1458,140,140,2,50,15,40,2,20,385,303.8999939,20.89999962,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
558,1,350 hp/260 kW,350,1458,140,140,3,40,15,40,2,16.66699982,385,303.8999939,20.89999962,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
559,1,350 hp/260 kW,350,1391,140,150,4,100,15,40,2,-9999,367.5,290.1000061,20.89999962,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
561,1,350 hp/260 kW,350,1247,150,160,1,50,15,40,2,5,367.5,290.1000061,23.29999924,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
562,1,350 hp/260 kW,350,1306,150,150,2,50,15,40,2,20,385,303.8999939,23.29999924,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
563,1,350 hp/260 kW,350,1306,150,150,3,40,15,40,2,16.66699982,385,303.8999939,23.29999924,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
564,1,350 hp/260 kW,350,1247,150,160,4,100,15,40,2,-9999,367.5,290.1000061,23.29999924,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
566,1,350 hp/260 kW,350,1043,200,210,1,50,15,40,2,5,367.5,290.1000061,27.79999924,65,11,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
567,1,350 hp/260 kW,350,1093,200,200,2,50,15,40,2,20,385,303.8999939,27.79999924,65,11,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
568,1,350 hp/260 kW,350,1093,200,200,3,40,15,40,2,16.66699982,385,303.8999939,27.79999924,57,11,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
569,1,350 hp/260 kW,350,1043,200,210,4,100,15,40,2,-9999,367.5,290.1000061,27.79999924,-9999,11,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
571,1,400 hp/300 kW,400,1897,100,110,1,50,15,40,2,5,420,331.6000061,17.5,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
572,1,400 hp/300 kW,400,1987,100,100,2,50,15,40,2,20,440,347.2999878,17.5,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
573,1,400 hp/300 kW,400,1987,100,100,3,40,15,40,2,16.66699982,440,347.2999878,17.5,57,17,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
574,1,400 hp/300 kW,400,1897,100,110,4,100,15,40,2,-9999,420,331.6000061,17.5,-9999,17,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
576,1,400 hp/300 kW,400,1669,125,135,1,50,15,40,2,5,420,331.6000061,19.89999962,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
577,1,400 hp/300 kW,400,1749,125,125,2,50,15,40,2,20,440,347.2999878,19.89999962,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
578,1,400 hp/300 kW,400,1749,125,125,3,40,15,40,2,16.66699982,440,347.2999878,19.89999962,57,14,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
579,1,400 hp/300 kW,400,1669,125,135,4,100,15,40,2,-9999,420,331.6000061,19.89999962,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
581,1,400 hp/300 kW,400,1555,140,150,1,50,15,40,2,5,420,331.6000061,21.29999924,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
582,1,400 hp/300 kW,400,1629,140,140,2,50,15,40,2,20,440,347.2999878,21.29999924,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
583,1,400 hp/300 kW,400,1629,140,140,3,40,15,40,2,16.66699982,440,347.2999878,21.29999924,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
584,1,400 hp/300 kW,400,1555,140,150,4,100,15,40,2,-9999,420,331.6000061,21.29999924,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
586,1,400 hp/300 kW,400,1432,150,160,1,50,15,40,2,5,420,331.6000061,23.20000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
587,1,400 hp/300 kW,400,1500,150,150,2,50,15,40,2,20,440,347.2999878,23.20000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
588,1,400 hp/300 kW,400,1500,150,150,3,40,15,40,2,16.66699982,440,347.2999878,23.20000076,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
589,1,400 hp/300 kW,400,1432,150,160,4,100,15,40,2,-9999,420,331.6000061,23.20000076,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
591,1,450 hp/335 kW,450,1957,100,110,1,50,15,40,2,5,472.5,371,19,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
592,1,450 hp/335 kW,450,2050,100,100,2,50,15,40,2,20,495,388.7000122,19,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
593,1,450 hp/335 kW,450,2050,100,100,3,40,15,40,2,16.66699982,495,388.7000122,19,57,17,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
594,1,450 hp/335 kW,450,1957,100,110,4,100,15,40,2,-9999,472.5,371,19,-9999,17,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
596,1,450 hp/335 kW,450,2037,115,125,1,50,15,40,2,5,472.5,371,18.20000076,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
597,1,450 hp/335 kW,450,2134,115,115,2,50,15,40,2,20,495,388.7000122,18.20000076,65,15,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
598,1,450 hp/335 kW,450,2134,115,115,3,40,15,40,2,16.66699982,495,388.7000122,18.20000076,57,15,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
599,1,450 hp/335 kW,450,2037,115,125,4,100,15,40,2,-9999,472.5,371,18.20000076,-9999,15,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
601,1,450 hp/335 kW,450,1800,125,135,1,50,15,40,2,5,472.5,371,20.60000038,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
602,1,450 hp/335 kW,450,1886,125,125,2,50,15,40,2,20,495,388.7000122,20.60000038,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
603,1,450 hp/335 kW,450,1886,125,125,3,40,15,40,2,16.66699982,495,388.7000122,20.60000038,57,14,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
604,1,450 hp/335 kW,450,1800,125,135,4,100,15,40,2,-9999,472.5,371,20.60000038,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
606,1,450 hp/335 kW,450,1750,140,150,1,50,15,40,2,5,472.5,371,21.20000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
607,1,450 hp/335 kW,450,1833,140,140,2,50,15,40,2,20,495,388.7000122,21.20000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
608,1,450 hp/335 kW,450,1833,140,140,3,40,15,40,2,16.66699982,495,388.7000122,21.20000076,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
609,1,450 hp/335 kW,450,1750,140,150,4,100,15,40,2,-9999,472.5,371,21.20000076,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
611,1,500 hp/375 kW,500,2463,100,110,1,50,15,40,2,5,525,414.3999939,16.79999924,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
612,1,500 hp/375 kW,500,2580,100,100,2,50,15,40,2,20,550,434.2000122,16.79999924,65,17,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
613,1,500 hp/375 kW,500,2580,100,100,3,40,15,40,2,16.66699982,550,434.2000122,16.79999924,57,17,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
614,1,500 hp/375 kW,500,2463,100,110,4,100,15,40,2,-9999,525,414.3999939,16.79999924,-9999,17,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
616,1,500 hp/375 kW,500,2100,125,135,1,50,15,40,2,5,525,414.3999939,19.70000076,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
617,1,500 hp/375 kW,500,2200,125,125,2,50,15,40,2,20,550,434.2000122,19.70000076,65,14,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
618,1,500 hp/375 kW,500,2200,125,125,3,40,15,40,2,16.66699982,550,434.2000122,19.70000076,57,14,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
619,1,500 hp/375 kW,500,2100,125,135,4,100,15,40,2,-9999,525,414.3999939,19.70000076,-9999,14,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
621,1,500 hp/375 kW,500,1747,150,160,1,50,15,40,2,5,525,414.3999939,23.70000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
622,1,500 hp/375 kW,500,1830,150,150,2,50,15,40,2,20,550,434.2000122,23.70000076,65,13,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
623,1,500 hp/375 kW,500,1830,150,150,3,40,15,40,2,16.66699982,550,434.2000122,23.70000076,57,13,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
624,1,500 hp/375 kW,500,1747,150,160,4,100,15,40,2,-9999,525,414.3999939,23.70000076,-9999,13,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
626,2,100 hp/75 kW,100,535,100,110,1,50,15,40,2,5,105,85.40000153,16,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
627,2,100 hp/75 kW,100,560,100,100,2,50,15,40,2,20,110,89.5,16,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
628,2,100 hp/75 kW,100,560,100,100,3,40,15,40,2,16.66699982,110,89.5,16,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
629,2,100 hp/75 kW,100,535,100,110,4,100,15,40,2,-9999,105,85.40000153,16,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
631,2,100 hp/75 kW,100,492,115,125,1,50,15,40,2,5,105,85.40000153,17.39999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
632,2,100 hp/75 kW,100,515,115,115,2,50,15,40,2,20,110,89.5,17.39999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
633,2,100 hp/75 kW,100,515,115,115,3,40,15,40,2,16.66699982,110,89.5,17.39999962,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
634,2,100 hp/75 kW,100,492,115,125,4,100,15,40,2,-9999,105,85.40000153,17.39999962,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
636,2,100 hp/75 kW,100,481,125,135,1,50,15,40,2,5,105,85.40000153,17.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
637,2,100 hp/75 kW,100,504,125,125,2,50,15,40,2,20,110,89.5,17.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
638,2,100 hp/75 kW,100,504,125,125,3,40,15,40,2,16.66699982,110,89.5,17.79999924,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
639,2,100 hp/75 kW,100,481,125,135,4,100,15,40,2,-9999,105,85.40000153,17.79999924,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
641,2,100 hp/75 kW,100,449,140,150,1,50,15,40,2,5,105,85.40000153,19,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
642,2,100 hp/75 kW,100,470,140,140,2,50,15,40,2,20,110,89.5,19,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
643,2,100 hp/75 kW,100,470,140,140,3,40,15,40,2,16.66699982,110,89.5,19,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
644,2,100 hp/75 kW,100,449,140,150,4,100,15,40,2,-9999,105,85.40000153,19,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
646,2,100 hp/75 kW,100,321,200,210,1,50,15,40,2,5,105,85.40000153,26.60000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
647,2,100 hp/75 kW,100,336,200,200,2,50,15,40,2,20,110,89.5,26.60000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
648,2,100 hp/75 kW,100,336,200,200,3,40,15,40,2,16.66699982,110,89.5,26.60000038,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
649,2,100 hp/75 kW,100,321,200,210,4,100,15,40,2,-9999,105,85.40000153,26.60000038,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
651,2,125 hp/90 kW,125,659,100,110,1,50,15,40,2,5,131.3000031,106,16.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
652,2,125 hp/90 kW,125,691,100,100,2,50,15,40,2,20,137.5,111,16.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
653,2,125 hp/90 kW,125,691,100,100,3,40,15,40,2,16.66699982,137.5,111,16.10000038,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
654,2,125 hp/90 kW,125,659,100,110,4,100,15,40,2,-9999,131.3000031,106,16.10000038,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
656,2,125 hp/90 kW,125,608,115,125,1,50,15,40,2,5,131.3000031,106,17.39999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
657,2,125 hp/90 kW,125,637,115,115,2,50,15,40,2,20,137.5,111,17.39999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
658,2,125 hp/90 kW,125,637,115,115,3,40,15,40,2,16.66699982,137.5,111,17.39999962,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
659,2,125 hp/90 kW,125,608,115,125,4,100,15,40,2,-9999,131.3000031,106,17.39999962,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
661,2,125 hp/90 kW,125,593,125,135,1,50,15,40,2,5,131.3000031,106,17.89999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
662,2,125 hp/90 kW,125,621,125,125,2,50,15,40,2,20,137.5,111,17.89999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
663,2,125 hp/90 kW,125,621,125,125,3,40,15,40,2,16.66699982,137.5,111,17.89999962,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
664,2,125 hp/90 kW,125,593,125,135,4,100,15,40,2,-9999,131.3000031,106,17.89999962,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
666,2,125 hp/90 kW,125,554,140,150,1,50,15,40,2,5,131.3000031,106,19.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
667,2,125 hp/90 kW,125,580,140,140,2,50,15,40,2,20,137.5,111,19.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
668,2,125 hp/90 kW,125,580,140,140,3,40,15,40,2,16.66699982,137.5,111,19.10000038,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
669,2,125 hp/90 kW,125,554,140,150,4,100,15,40,2,-9999,131.3000031,106,19.10000038,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
671,2,125 hp/90 kW,125,395,200,210,1,50,15,40,2,5,131.3000031,106,26.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
672,2,125 hp/90 kW,125,414,200,200,2,50,15,40,2,20,137.5,111,26.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
673,2,125 hp/90 kW,125,414,200,200,3,40,15,40,2,16.66699982,137.5,111,26.79999924,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
674,2,125 hp/90 kW,125,395,200,210,4,100,15,40,2,-9999,131.3000031,106,26.79999924,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
676,2,150 hp/110 kW,150,788,100,110,1,50,15,40,2,5,157.5,126.3000031,16,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
677,2,150 hp/110 kW,150,826,100,100,2,50,15,40,2,20,165,132.3999939,16,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
678,2,150 hp/110 kW,150,826,100,100,3,40,15,40,2,16.66699982,165,132.3999939,16,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
679,2,150 hp/110 kW,150,788,100,110,4,100,15,40,2,-9999,157.5,126.3000031,16,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
681,2,150 hp/110 kW,150,721,115,125,1,50,15,40,2,5,157.5,126.3000031,17.5,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
682,2,150 hp/110 kW,150,755,115,115,2,50,15,40,2,20,165,132.3999939,17.5,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
683,2,150 hp/110 kW,150,755,115,115,3,40,15,40,2,16.66699982,165,132.3999939,17.5,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
684,2,150 hp/110 kW,150,721,115,125,4,100,15,40,2,-9999,157.5,126.3000031,17.5,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
686,2,150 hp/110 kW,150,709,125,135,1,50,15,40,2,5,157.5,126.3000031,17.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
687,2,150 hp/110 kW,150,743,125,125,2,50,15,40,2,20,165,132.3999939,17.79999924,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
688,2,150 hp/110 kW,150,743,125,125,3,40,15,40,2,16.66699982,165,132.3999939,17.79999924,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
689,2,150 hp/110 kW,150,709,125,135,4,100,15,40,2,-9999,157.5,126.3000031,17.79999924,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
691,2,150 hp/110 kW,150,662,140,150,1,50,15,40,2,5,157.5,126.3000031,19.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
692,2,150 hp/110 kW,150,693,140,140,2,50,15,40,2,20,165,132.3999939,19.10000038,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
693,2,150 hp/110 kW,150,693,140,140,3,40,15,40,2,16.66699982,165,132.3999939,19.10000038,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
694,2,150 hp/110 kW,150,662,140,150,4,100,15,40,2,-9999,157.5,126.3000031,19.10000038,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
696,2,150 hp/110 kW,150,473,200,210,1,50,15,40,2,5,157.5,126.3000031,26.70000076,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
697,2,150 hp/110 kW,150,495,200,200,2,50,15,40,2,20,165,132.3999939,26.70000076,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
698,2,150 hp/110 kW,150,495,200,200,3,40,15,40,2,16.66699982,165,132.3999939,26.70000076,57,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
699,2,150 hp/110 kW,150,473,200,210,4,100,15,40,2,-9999,157.5,126.3000031,26.70000076,-9999,20,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
701,2,200 hp/150 kW,200,1048,100,110,1,50,15,40,2,5,210,166.5,15.89999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
702,2,200 hp/150 kW,200,1098,100,100,2,50,15,40,2,20,220,174.3999939,15.89999962,65,20,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
