ZIP (character),ZIP (numeric),state,eGRID Subregion #1,eGRID Subregion #2,eGRID Subregion #3,,,,,
77484,77484,TX,SRMV,ERCT,,,,,,
77485,77485,TX,ERCT,,,,,,,
77486,77486,TX,ERCT,,,,,,,
77487,77487,TX,ERCT,,,,,,,
77488,77488,TX,ERCT,,,,,,,
77489,77489,TX,ERCT,,,,,,,
77491,77491,TX,ERCT,,,,,,,
77492,77492,TX,ERCT,,,,,,,
77493,77493,TX,SRMV,,,,,,,
77494,77494,TX,SRMV,,,,,,,
77496,77496,TX,ERCT,,,,,,,
77497,77497,TX,ERCT,,,,,,,
77498,77498,TX,ERCT,,,,,,,
77501,77501,TX,ERCT,,,,,,,
77502,77502,TX,ERCT,,,,,,,
77503,77503,TX,ERCT,,,,,,,
77504,77504,TX,ERCT,,,,,,,
77505,77505,TX,ERCT,,,,,,,
77506,77506,TX,ERCT,,,,,,,
77507,77507,TX,ERCT,,,,,,,
77508,77508,TX,ERCT,,,,,,,
77510,77510,TX,ERCT,,,,,,,
77511,77511,TX,ERCT,,,,,,,
77512,77512,TX,ERCT,,,,,,,
77514,77514,TX,SRMV,,,,,,,
77515,77515,TX,ERCT,,,,,,,
77516,77516,TX,ERCT,,,,,,,
77517,77517,TX,ERCT,,,,,,,
77518,77518,TX,ERCT,,,,,,,
77519,77519,TX,SRMV,,,,,,,
77520,77520,TX,SRMV,,,,,,,
77521,77521,TX,SRMV,,,,,,,
77522,77522,TX,ERCT,,,,,,,
77523,77523,TX,SRMV,,,,,,,
77530,77530,TX,ERCT,,,,,,,
77531,77531,TX,ERCT,,,,,,,
77532,77532,TX,SRMV,,,,,,,
77533,77533,TX,SRMV,,,,,,,
77534,77534,TX,ERCT,,,,,,,
77535,77535,TX,SRMV,,,,,,,
77536,77536,TX,ERCT,,,,,,,
77538,77538,TX,SRMV,,,,,,,
77539,77539,TX,ERCT,,,,,,,
77541,77541,TX,ERCT,,,,,,,
77542,77542,TX,ERCT,,,,,,,
77545,77545,TX,ERCT,,,,,,,
77546,77546,TX,ERCT,,,,,,,
77547,77547,TX,ERCT,,,,,,,
77549,77549,TX,ERCT,,,,,,,
77550,77550,TX,ERCT,,,,,,,
77551,77551,TX,ERCT,,,,,,,
77552,77552,TX,ERCT,,,,,,,
77553,77553,TX,ERCT,,,,,,,
77554,77554,TX,ERCT,,,,,,,
77555,77555,TX,ERCT,,,,,,,
77560,77560,TX,SRMV,,,,,,,
77561,77561,TX,SRMV,,,,,,,
77562,77562,TX,ERCT,,,,,,,
77563,77563,TX,ERCT,,,,,,,
77564,77564,TX,SRMV,,,,,,,
77565,77565,TX,ERCT,,,,,,,
77566,77566,TX,ERCT,,,,,,,
77568,77568,TX,ERCT,,,,,,,
77571,77571,TX,ERCT,,,,,,,
77572,77572,TX,ERCT,,,,,,,
77573,77573,TX,ERCT,,,,,,,
77574,77574,TX,ERCT,,,,,,,
77575,77575,TX,SRMV,,,,,,,
77577,77577,TX,ERCT,,,,,,,
77578,77578,TX,ERCT,,,,,,,
77580,77580,TX,SRMV,,,,,,,
77581,77581,TX,ERCT,,,,,,,
77582,77582,TX,SRMV,,,,,,,
77583,77583,TX,ERCT,,,,,,,
77584,77584,TX,ERCT,,,,,,,
77585,77585,TX,SRMV,,,,,,,
77586,77586,TX,ERCT,,,,,,,
77587,77587,TX,ERCT,,,,,,,
77588,77588,TX,ERCT,,,,,,,
77590,77590,TX,ERCT,,,,,,,
77591,77591,TX,ERCT,,,,,,,
77592,77592,TX,ERCT,,,,,,,
77597,77597,TX,SRMV,,,,,,,
77598,77598,TX,ERCT,,,,,,,
77611,77611,TX,SRMV,,,,,,,
77612,77612,TX,SRMV,,,,,,,
77613,77613,TX,SRMV,,,,,,,
77614,77614,TX,SRMV,,,,,,,
77615,77615,TX,SRMV,,,,,,,
77616,77616,TX,SRMV,,,,,,,
77617,77617,TX,SRMV,,,,,,,
77619,77619,TX,SRMV,,,,,,,
77622,77622,TX,SRMV,,,,,,,
77623,77623,TX,SRMV,,,,,,,
77624,77624,TX,SRMV,,,,,,,
77625,77625,TX,SRMV,,,,,,,
77626,77626,TX,SRMV,,,,,,,
77627,77627,TX,SRMV,,,,,,,
77629,77629,TX,SRMV,,,,,,,
77630,77630,TX,SRMV,,,,,,,
77631,77631,TX,SRMV,,,,,,,
77632,77632,TX,SRMV,,,,,,,
77639,77639,TX,SRMV,,,,,,,
77640,77640,TX,SRMV,,,,,,,
77641,77641,TX,SRMV,,,,,,,
77642,77642,TX,SRMV,,,,,,,
77643,77643,TX,SRMV,,,,,,,
77650,77650,TX,SRMV,,,,,,,
77651,77651,TX,SRMV,,,,,,,
77655,77655,TX,SRMV,,,,,,,
77656,77656,TX,SRMV,,,,,,,
77657,77657,TX,SRMV,,,,,,,
77659,77659,TX,SRMV,,,,,,,
77660,77660,TX,SRMV,ERCT,,,,,,
77661,77661,TX,SRMV,,,,,,,
77662,77662,TX,SRMV,,,,,,,
77663,77663,TX,SRMV,,,,,,,
77664,77664,TX,SRMV,,,,,,,
77665,77665,TX,SRMV,,,,,,,
77670,77670,TX,SRMV,,,,,,,
77701,77701,TX,SRMV,,,,,,,
77702,77702,TX,SRMV,,,,,,,
77703,77703,TX,SRMV,,,,,,,
77704,77704,TX,SRMV,,,,,,,
77705,77705,TX,SRMV,,,,,,,
77706,77706,TX,SRMV,,,,,,,
77707,77707,TX,SRMV,,,,,,,
77708,77708,TX,SRMV,,,,,,,
77709,77709,TX,SRMV,,,,,,,
77710,77710,TX,SRMV,,,,,,,
77713,77713,TX,SRMV,,,,,,,
77720,77720,TX,SRMV,,,,,,,
77725,77725,TX,SRMV,,,,,,,
77726,77726,TX,SRMV,,,,,,,
77801,77801,TX,ERCT,SRMV,,,,,,
77802,77802,TX,ERCT,SRMV,,,,,,
77803,77803,TX,ERCT,SRMV,,,,,,
77805,77805,TX,ERCT,,,,,,,
77806,77806,TX,ERCT,,,,,,,
77807,77807,TX,ERCT,SRMV,,,,,,
77808,77808,TX,ERCT,SRMV,,,,,,
77830,77830,TX,SRMV,ERCT,,,,,,
77831,77831,TX,SRMV,ERCT,,,,,,
77833,77833,TX,ERCT,SRMV,,,,,,
77834,77834,TX,ERCT,,,,,,,
77835,77835,TX,ERCT,SRMV,,,,,,
77836,77836,TX,ERCT,SRMV,,,,,,
77837,77837,TX,ERCT,SRMV,,,,,,
77838,77838,TX,ERCT,SRMV,,,,,,
77840,77840,TX,ERCT,SRMV,,,,,,
77841,77841,TX,ERCT,,,,,,,
77842,77842,TX,ERCT,,,,,,,
77843,77843,TX,ERCT,SRMV,,,,,,
77844,77844,TX,ERCT,,,,,,,
77845,77845,TX,ERCT,SRMV,,,,,,
77850,77850,TX,SRMV,ERCT,,,,,,
77852,77852,TX,ERCT,SRMV,,,,,,
77853,77853,TX,ERCT,SRMV,,,,,,
77855,77855,TX,ERCT,,,,,,,
77856,77856,TX,SRMV,ERCT,,,,,,
77857,77857,TX,ERCT,SRMV,,,,,,
77859,77859,TX,ERCT,SRMV,,,,,,
77861,77861,TX,SRMV,ERCT,,,,,,
77862,77862,TX,ERCT,,,,,,,
77863,77863,TX,ERCT,SRMV,,,,,,
77864,77864,TX,SRMV,ERCT,,,,,,
77865,77865,TX,SRMV,ERCT,,,,,,
77866,77866,TX,SRMV,ERCT,,,,,,
77867,77867,TX,SRMV,ERCT,,,,,,
77868,77868,TX,ERCT,SRMV,,,,,,
77870,77870,TX,ERCT,,,,,,,
77871,77871,TX,SRMV,ERCT,,,,,,
77872,77872,TX,SRMV,ERCT,,,,,,
77873,77873,TX,SRMV,ERCT,,,,,,
77875,77875,TX,SRMV,ERCT,,,,,,
77876,77876,TX,SRMV,ERCT,,,,,,
77878,77878,TX,ERCT,,,,,,,
77879,77879,TX,ERCT,SRMV,,,,,,
77880,77880,TX,ERCT,SRMV,,,,,,
77881,77881,TX,ERCT,,,,,,,
77882,77882,TX,SRMV,,,,,,,
77901,77901,TX,ERCT,,,,,,,
77902,77902,TX,ERCT,,,,,,,
77903,77903,TX,ERCT,,,,,,,
77904,77904,TX,ERCT,,,,,,,
77905,77905,TX,ERCT,,,,,,,
77950,77950,TX,ERCT,,,,,,,
77951,77951,TX,ERCT,,,,,,,
77954,77954,TX,ERCT,,,,,,,
77957,77957,TX,ERCT,,,,,,,
77960,77960,TX,ERCT,,,,,,,
77961,77961,TX,ERCT,,,,,,,
77962,77962,TX,ERCT,,,,,,,
77963,77963,TX,ERCT,,,,,,,
77964,77964,TX,ERCT,,,,,,,
77967,77967,TX,ERCT,,,,,,,
77968,77968,TX,ERCT,,,,,,,
77969,77969,TX,ERCT,,,,,,,
77970,77970,TX,ERCT,,,,,,,
77971,77971,TX,ERCT,,,,,,,
77973,77973,TX,ERCT,,,,,,,
77974,77974,TX,ERCT,,,,,,,
77975,77975,TX,ERCT,,,,,,,
77976,77976,TX,ERCT,,,,,,,
77977,77977,TX,ERCT,,,,,,,
77978,77978,TX,ERCT,,,,,,,
77979,77979,TX,ERCT,,,,,,,
77982,77982,TX,ERCT,,,,,,,
77983,77983,TX,ERCT,,,,,,,
77984,77984,TX,ERCT,,,,,,,
77986,77986,TX,ERCT,,,,,,,
77987,77987,TX,ERCT,,,,,,,
77988,77988,TX,ERCT,,,,,,,
77989,77989,TX,ERCT,,,,,,,
77990,77990,TX,ERCT,,,,,,,
77991,77991,TX,ERCT,,,,,,,
77993,77993,TX,ERCT,,,,,,,
77994,77994,TX,ERCT,,,,,,,
77995,77995,TX,ERCT,,,,,,,
78001,78001,TX,ERCT,,,,,,,
78002,78002,TX,ERCT,,,,,,,
78003,78003,TX,ERCT,,,,,,,
78004,78004,TX,ERCT,,,,,,,
78005,78005,TX,ERCT,,,,,,,
78006,78006,TX,ERCT,,,,,,,
78007,78007,TX,ERCT,,,,,,,
78008,78008,TX,ERCT,,,,,,,
78009,78009,TX,ERCT,,,,,,,
78010,78010,TX,ERCT,,,,,,,
78011,78011,TX,ERCT,,,,,,,
78012,78012,TX,ERCT,,,,,,,
78013,78013,TX,ERCT,,,,,,,
78014,78014,TX,ERCT,,,,,,,
78015,78015,TX,ERCT,,,,,,,
78016,78016,TX,ERCT,,,,,,,
78017,78017,TX,ERCT,,,,,,,
78019,78019,TX,ERCT,,,,,,,
78021,78021,TX,ERCT,,,,,,,
78022,78022,TX,ERCT,,,,,,,
78023,78023,TX,ERCT,,,,,,,
78024,78024,TX,ERCT,,,,,,,
78025,78025,TX,ERCT,,,,,,,
78026,78026,TX,ERCT,,,,,,,
78027,78027,TX,ERCT,,,,,,,
78028,78028,TX,ERCT,,,,,,,
78029,78029,TX,ERCT,,,,,,,
78039,78039,TX,ERCT,,,,,,,
78040,78040,TX,ERCT,,,,,,,
78041,78041,TX,ERCT,,,,,,,
78042,78042,TX,ERCT,,,,,,,
78043,78043,TX,ERCT,,,,,,,
78044,78044,TX,ERCT,,,,,,,
78045,78045,TX,ERCT,,,,,,,
78046,78046,TX,ERCT,,,,,,,
78049,78049,TX,ERCT,,,,,,,
78050,78050,TX,ERCT,,,,,,,
78052,78052,TX,ERCT,,,,,,,
78054,78054,TX,ERCT,,,,,,,
78055,78055,TX,ERCT,,,,,,,
78056,78056,TX,ERCT,,,,,,,
78057,78057,TX,ERCT,,,,,,,
78058,78058,TX,ERCT,,,,,,,
78059,78059,TX,ERCT,,,,,,,
78060,78060,TX,ERCT,,,,,,,
78061,78061,TX,ERCT,,,,,,,
78062,78062,TX,ERCT,,,,,,,
78063,78063,TX,ERCT,,,,,,,
78064,78064,TX,ERCT,,,,,,,
78065,78065,TX,ERCT,,,,,,,
78066,78066,TX,ERCT,,,,,,,
78067,78067,TX,ERCT,,,,,,,
78069,78069,TX,ERCT,,,,,,,
78070,78070,TX,ERCT,,,,,,,
78071,78071,TX,ERCT,,,,,,,
78072,78072,TX,ERCT,,,,,,,
78073,78073,TX,ERCT,,,,,,,
78074,78074,TX,ERCT,,,,,,,
78075,78075,TX,ERCT,,,,,,,
78076,78076,TX,ERCT,,,,,,,
78101,78101,TX,ERCT,,,,,,,
78102,78102,TX,ERCT,,,,,,,
78104,78104,TX,ERCT,,,,,,,
78107,78107,TX,ERCT,,,,,,,
78108,78108,TX,ERCT,,,,,,,
78109,78109,TX,ERCT,,,,,,,
78111,78111,TX,ERCT,,,,,,,
78112,78112,TX,ERCT,,,,,,,
78113,78113,TX,ERCT,,,,,,,
78114,78114,TX,ERCT,,,,,,,
78115,78115,TX,ERCT,,,,,,,
78116,78116,TX,ERCT,,,,,,,
78117,78117,TX,ERCT,,,,,,,
78118,78118,TX,ERCT,,,,,,,
78119,78119,TX,ERCT,,,,,,,
78121,78121,TX,ERCT,,,,,,,
78122,78122,TX,ERCT,,,,,,,
78123,78123,TX,ERCT,,,,,,,
78124,78124,TX,ERCT,,,,,,,
78125,78125,TX,ERCT,,,,,,,
78130,78130,TX,ERCT,,,,,,,
78131,78131,TX,ERCT,,,,,,,
78132,78132,TX,ERCT,,,,,,,
78133,78133,TX,ERCT,,,,,,,
78135,78135,TX,ERCT,,,,,,,
78140,78140,TX,ERCT,,,,,,,
78141,78141,TX,ERCT,,,,,,,
78142,78142,TX,ERCT,,,,,,,
78143,78143,TX,ERCT,,,,,,,
78144,78144,TX,ERCT,,,,,,,
78145,78145,TX,ERCT,,,,,,,
78146,78146,TX,ERCT,,,,,,,
78147,78147,TX,ERCT,,,,,,,
78148,78148,TX,ERCT,,,,,,,
78150,78150,TX,ERCT,,,,,,,
78151,78151,TX,ERCT,,,,,,,
78152,78152,TX,ERCT,,,,,,,
78154,78154,TX,ERCT,,,,,,,
78155,78155,TX,ERCT,,,,,,,
78156,78156,TX,ERCT,,,,,,,
78159,78159,TX,ERCT,,,,,,,
78160,78160,TX,ERCT,,,,,,,
78161,78161,TX,ERCT,,,,,,,
78162,78162,TX,ERCT,,,,,,,
78163,78163,TX,ERCT,,,,,,,
78164,78164,TX,ERCT,,,,,,,
78201,78201,TX,ERCT,,,,,,,
78202,78202,TX,ERCT,,,,,,,
78203,78203,TX,ERCT,,,,,,,
78204,78204,TX,ERCT,,,,,,,
78205,78205,TX,ERCT,,,,,,,
78206,78206,TX,ERCT,,,,,,,
78207,78207,TX,ERCT,,,,,,,
78208,78208,TX,ERCT,,,,,,,
78209,78209,TX,ERCT,,,,,,,
78210,78210,TX,ERCT,,,,,,,
78211,78211,TX,ERCT,,,,,,,
78212,78212,TX,ERCT,,,,,,,
78213,78213,TX,ERCT,,,,,,,
78214,78214,TX,ERCT,,,,,,,
78215,78215,TX,ERCT,,,,,,,
78216,78216,TX,ERCT,,,,,,,
78217,78217,TX,ERCT,,,,,,,
78218,78218,TX,ERCT,,,,,,,
78219,78219,TX,ERCT,,,,,,,
78220,78220,TX,ERCT,,,,,,,
78221,78221,TX,ERCT,,,,,,,
78222,78222,TX,ERCT,,,,,,,
78223,78223,TX,ERCT,,,,,,,
78224,78224,TX,ERCT,,,,,,,
78225,78225,TX,ERCT,,,,,,,
78226,78226,TX,ERCT,,,,,,,
78227,78227,TX,ERCT,,,,,,,
78228,78228,TX,ERCT,,,,,,,
78229,78229,TX,ERCT,,,,,,,
78230,78230,TX,ERCT,,,,,,,
78231,78231,TX,ERCT,,,,,,,
78232,78232,TX,ERCT,,,,,,,
78233,78233,TX,ERCT,,,,,,,
78234,78234,TX,ERCT,,,,,,,
78235,78235,TX,ERCT,,,,,,,
78236,78236,TX,ERCT,,,,,,,
78237,78237,TX,ERCT,,,,,,,
78238,78238,TX,ERCT,,,,,,,
78239,78239,TX,ERCT,,,,,,,
78240,78240,TX,ERCT,,,,,,,
78241,78241,TX,ERCT,,,,,,,
78242,78242,TX,ERCT,,,,,,,
78243,78243,TX,ERCT,,,,,,,
78244,78244,TX,ERCT,,,,,,,
78245,78245,TX,ERCT,,,,,,,
78246,78246,TX,ERCT,,,,,,,
78247,78247,TX,ERCT,,,,,,,
78248,78248,TX,ERCT,,,,,,,
78249,78249,TX,ERCT,,,,,,,
78250,78250,TX,ERCT,,,,,,,
78251,78251,TX,ERCT,,,,,,,
78252,78252,TX,ERCT,,,,,,,
78253,78253,TX,ERCT,,,,,,,
78254,78254,TX,ERCT,,,,,,,
78255,78255,TX,ERCT,,,,,,,
78256,78256,TX,ERCT,,,,,,,
78257,78257,TX,ERCT,,,,,,,
78258,78258,TX,ERCT,,,,,,,
78259,78259,TX,ERCT,,,,,,,
78260,78260,TX,ERCT,,,,,,,
78261,78261,TX,ERCT,,,,,,,
78263,78263,TX,ERCT,,,,,,,
78264,78264,TX,ERCT,,,,,,,
78265,78265,TX,ERCT,,,,,,,
78266,78266,TX,ERCT,,,,,,,
78268,78268,TX,ERCT,,,,,,,
78269,78269,TX,ERCT,,,,,,,
78270,78270,TX,ERCT,,,,,,,
78278,78278,TX,ERCT,,,,,,,
78279,78279,TX,ERCT,,,,,,,
78280,78280,TX,ERCT,,,,,,,
78283,78283,TX,ERCT,,,,,,,
78284,78284,TX,ERCT,,,,,,,
78285,78285,TX,ERCT,,,,,,,
78287,78287,TX,ERCT,,,,,,,
78288,78288,TX,ERCT,,,,,,,
78289,78289,TX,ERCT,,,,,,,
78291,78291,TX,ERCT,,,,,,,
78292,78292,TX,ERCT,,,,,,,
78293,78293,TX,ERCT,,,,,,,
78294,78294,TX,ERCT,,,,,,,
78295,78295,TX,ERCT,,,,,,,
78296,78296,TX,ERCT,,,,,,,
78297,78297,TX,ERCT,,,,,,,
78298,78298,TX,ERCT,,,,,,,
78299,78299,TX,ERCT,,,,,,,
78330,78330,TX,ERCT,,,,,,,
78332,78332,TX,ERCT,,,,,,,
78333,78333,TX,ERCT,,,,,,,
78335,78335,TX,ERCT,,,,,,,
78336,78336,TX,ERCT,,,,,,,
78338,78338,TX,ERCT,,,,,,,
78339,78339,TX,ERCT,,,,,,,
78340,78340,TX,ERCT,,,,,,,
78341,78341,TX,ERCT,,,,,,,
78342,78342,TX,ERCT,,,,,,,
78343,78343,TX,ERCT,,,,,,,
78344,78344,TX,ERCT,,,,,,,
78347,78347,TX,ERCT,,,,,,,
78349,78349,TX,ERCT,,,,,,,
78350,78350,TX,ERCT,,,,,,,
78351,78351,TX,ERCT,,,,,,,
78352,78352,TX,ERCT,,,,,,,
78353,78353,TX,ERCT,,,,,,,
78355,78355,TX,ERCT,,,,,,,
78357,78357,TX,ERCT,,,,,,,
78358,78358,TX,ERCT,,,,,,,
78359,78359,TX,ERCT,,,,,,,
78360,78360,TX,ERCT,,,,,,,
78361,78361,TX,ERCT,,,,,,,
78362,78362,TX,ERCT,,,,,,,
78363,78363,TX,ERCT,,,,,,,
78364,78364,TX,ERCT,,,,,,,
78368,78368,TX,ERCT,,,,,,,
78369,78369,TX,ERCT,,,,,,,
78370,78370,TX,ERCT,,,,,,,
78371,78371,TX,ERCT,,,,,,,
78372,78372,TX,ERCT,,,,,,,
78373,78373,TX,ERCT,,,,,,,
78374,78374,TX,ERCT,,,,,,,
78375,78375,TX,ERCT,,,,,,,
78376,78376,TX,ERCT,,,,,,,
78377,78377,TX,ERCT,,,,,,,
78379,78379,TX,ERCT,,,,,,,
78380,78380,TX,ERCT,,,,,,,
78381,78381,TX,ERCT,,,,,,,
78382,78382,TX,ERCT,,,,,,,
78383,78383,TX,ERCT,,,,,,,
78384,78384,TX,ERCT,,,,,,,
78385,78385,TX,ERCT,,,,,,,
78387,78387,TX,ERCT,,,,,,,
78389,78389,TX,ERCT,,,,,,,
78390,78390,TX,ERCT,,,,,,,
78391,78391,TX,ERCT,,,,,,,
78393,78393,TX,ERCT,,,,,,,
78401,78401,TX,ERCT,,,,,,,
78402,78402,TX,ERCT,,,,,,,
78403,78403,TX,ERCT,,,,,,,
78404,78404,TX,ERCT,,,,,,,
78405,78405,TX,ERCT,,,,,,,
78406,78406,TX,ERCT,,,,,,,
78407,78407,TX,ERCT,,,,,,,
78408,78408,TX,ERCT,,,,,,,
78409,78409,TX,ERCT,,,,,,,
78410,78410,TX,ERCT,,,,,,,
78411,78411,TX,ERCT,,,,,,,
78412,78412,TX,ERCT,,,,,,,
78413,78413,TX,ERCT,,,,,,,
78414,78414,TX,ERCT,,,,,,,
78415,78415,TX,ERCT,,,,,,,
78416,78416,TX,ERCT,,,,,,,
78417,78417,TX,ERCT,,,,,,,
78418,78418,TX,ERCT,,,,,,,
78419,78419,TX,ERCT,,,,,,,
78426,78426,TX,ERCT,,,,,,,
78427,78427,TX,ERCT,,,,,,,
78460,78460,TX,ERCT,,,,,,,
78463,78463,TX,ERCT,,,,,,,
78465,78465,TX,ERCT,,,,,,,
78466,78466,TX,ERCT,,,,,,,
78467,78467,TX,ERCT,,,,,,,
78468,78468,TX,ERCT,,,,,,,
78469,78469,TX,ERCT,,,,,,,
78470,78470,TX,ERCT,,,,,,,
78471,78471,TX,ERCT,,,,,,,
78472,78472,TX,ERCT,,,,,,,
78473,78473,TX,ERCT,,,,,,,
78474,78474,TX,ERCT,,,,,,,
78475,78475,TX,ERCT,,,,,,,
78476,78476,TX,ERCT,,,,,,,
78477,78477,TX,ERCT,,,,,,,
78478,78478,TX,ERCT,,,,,,,
78480,78480,TX,ERCT,,,,,,,
78501,78501,TX,ERCT,,,,,,,
78502,78502,TX,ERCT,,,,,,,
78503,78503,TX,ERCT,,,,,,,
78504,78504,TX,ERCT,,,,,,,
78505,78505,TX,ERCT,,,,,,,
78516,78516,TX,ERCT,,,,,,,
78520,78520,TX,ERCT,,,,,,,
78521,78521,TX,ERCT,,,,,,,
78522,78522,TX,ERCT,,,,,,,
78523,78523,TX,ERCT,,,,,,,
78526,78526,TX,ERCT,,,,,,,
78535,78535,TX,ERCT,,,,,,,
78536,78536,TX,ERCT,,,,,,,
78537,78537,TX,ERCT,,,,,,,
78538,78538,TX,ERCT,,,,,,,
78539,78539,TX,ERCT,,,,,,,
78540,78540,TX,ERCT,,,,,,,
78541,78541,TX,ERCT,,,,,,,
78542,78542,TX,ERCT,,,,,,,
78543,78543,TX,ERCT,,,,,,,
78545,78545,TX,ERCT,,,,,,,
78547,78547,TX,ERCT,,,,,,,
78548,78548,TX,ERCT,,,,,,,
78549,78549,TX,ERCT,,,,,,,
78550,78550,TX,ERCT,,,,,,,
78551,78551,TX,ERCT,,,,,,,
78552,78552,TX,ERCT,,,,,,,
78553,78553,TX,ERCT,,,,,,,
78557,78557,TX,ERCT,,,,,,,
78558,78558,TX,ERCT,,,,,,,
78559,78559,TX,ERCT,,,,,,,
78560,78560,TX,ERCT,,,,,,,
78561,78561,TX,ERCT,,,,,,,
78562,78562,TX,ERCT,,,,,,,
78563,78563,TX,ERCT,,,,,,,
78564,78564,TX,ERCT,,,,,,,
78565,78565,TX,ERCT,,,,,,,
78566,78566,TX,ERCT,,,,,,,
78567,78567,TX,ERCT,,,,,,,
78568,78568,TX,ERCT,,,,,,,
78569,78569,TX,ERCT,,,,,,,
78570,78570,TX,ERCT,,,,,,,
78572,78572,TX,ERCT,,,,,,,
78573,78573,TX,ERCT,,,,,,,
78574,78574,TX,ERCT,,,,,,,
78575,78575,TX,ERCT,,,,,,,
78576,78576,TX,ERCT,,,,,,,
78577,78577,TX,ERCT,,,,,,,
78578,78578,TX,ERCT,,,,,,,
78579,78579,TX,ERCT,,,,,,,
78580,78580,TX,ERCT,,,,,,,
78582,78582,TX,ERCT,,,,,,,
78583,78583,TX,ERCT,,,,,,,
78584,78584,TX,ERCT,,,,,,,
78585,78585,TX,ERCT,,,,,,,
78586,78586,TX,ERCT,,,,,,,
78588,78588,TX,ERCT,,,,,,,
78589,78589,TX,ERCT,,,,,,,
78590,78590,TX,ERCT,,,,,,,
78591,78591,TX,ERCT,,,,,,,
78592,78592,TX,ERCT,,,,,,,
78593,78593,TX,ERCT,,,,,,,
78594,78594,TX,ERCT,,,,,,,
78595,78595,TX,ERCT,,,,,,,
78596,78596,TX,ERCT,,,,,,,
78597,78597,TX,ERCT,,,,,,,
78598,78598,TX,ERCT,,,,,,,
78599,78599,TX,ERCT,,,,,,,
78602,78602,TX,ERCT,,,,,,,
78604,78604,TX,ERCT,,,,,,,
78605,78605,TX,ERCT,,,,,,,
78606,78606,TX,ERCT,,,,,,,
78607,78607,TX,ERCT,,,,,,,
78608,78608,TX,ERCT,,,,,,,
78609,78609,TX,ERCT,,,,,,,
78610,78610,TX,ERCT,,,,,,,
78611,78611,TX,ERCT,,,,,,,
78612,78612,TX,ERCT,,,,,,,
78613,78613,TX,ERCT,,,,,,,
78614,78614,TX,ERCT,,,,,,,
78615,78615,TX,ERCT,,,,,,,
78616,78616,TX,ERCT,,,,,,,
78617,78617,TX,ERCT,,,,,,,
78618,78618,TX,ERCT,,,,,,,
78619,78619,TX,ERCT,,,,,,,
78620,78620,TX,ERCT,,,,,,,
78621,78621,TX,ERCT,,,,,,,
78622,78622,TX,ERCT,,,,,,,
78623,78623,TX,ERCT,,,,,,,
78624,78624,TX,ERCT,,,,,,,
78626,78626,TX,ERCT,,,,,,,
78627,78627,TX,ERCT,,,,,,,
78628,78628,TX,ERCT,,,,,,,
78629,78629,TX,ERCT,,,,,,,
78630,78630,TX,ERCT,,,,,,,
78631,78631,TX,ERCT,,,,,,,
78632,78632,TX,ERCT,,,,,,,
78633,78633,TX,ERCT,,,,,,,
78634,78634,TX,ERCT,,,,,,,
78635,78635,TX,ERCT,,,,,,,
78636,78636,TX,ERCT,,,,,,,
78638,78638,TX,ERCT,,,,,,,
78639,78639,TX,ERCT,,,,,,,
78640,78640,TX,ERCT,,,,,,,
78641,78641,TX,ERCT,,,,,,,
78642,78642,TX,ERCT,,,,,,,
78643,78643,TX,ERCT,,,,,,,
78644,78644,TX,ERCT,,,,,,,
78645,78645,TX,ERCT,,,,,,,
78646,78646,TX,ERCT,,,,,,,
78648,78648,TX,ERCT,,,,,,,
78650,78650,TX,ERCT,,,,,,,
78651,78651,TX,ERCT,,,,,,,
78652,78652,TX,ERCT,,,,,,,
78653,78653,TX,ERCT,,,,,,,
78654,78654,TX,ERCT,,,,,,,
78655,78655,TX,ERCT,,,,,,,
78656,78656,TX,ERCT,,,,,,,
78657,78657,TX,ERCT,,,,,,,
78658,78658,TX,ERCT,,,,,,,
78659,78659,TX,ERCT,,,,,,,
78660,78660,TX,ERCT,,,,,,,
78661,78661,TX,ERCT,,,,,,,
78662,78662,TX,ERCT,,,,,,,
78663,78663,TX,ERCT,,,,,,,
78664,78664,TX,ERCT,,,,,,,
78665,78665,TX,ERCT,,,,,,,
78666,78666,TX,ERCT,,,,,,,
78667,78667,TX,ERCT,,,,,,,
78669,78669,TX,ERCT,,,,,,,
78670,78670,TX,ERCT,,,,,,,
78671,78671,TX,ERCT,,,,,,,
78672,78672,TX,ERCT,,,,,,,
78673,78673,TX,ERCT,,,,,,,
78674,78674,TX,ERCT,,,,,,,
78675,78675,TX,ERCT,,,,,,,
78676,78676,TX,ERCT,,,,,,,
78677,78677,TX,ERCT,,,,,,,
78680,78680,TX,ERCT,,,,,,,
78681,78681,TX,ERCT,,,,,,,
78682,78682,TX,ERCT,,,,,,,
78683,78683,TX,ERCT,,,,,,,
78691,78691,TX,ERCT,,,,,,,
78701,78701,TX,ERCT,,,,,,,
78702,78702,TX,ERCT,,,,,,,
78703,78703,TX,ERCT,,,,,,,
78704,78704,TX,ERCT,,,,,,,
78705,78705,TX,ERCT,,,,,,,
78708,78708,TX,ERCT,,,,,,,
78709,78709,TX,ERCT,,,,,,,
78710,78710,TX,ERCT,,,,,,,
78711,78711,TX,ERCT,,,,,,,
78712,78712,TX,ERCT,,,,,,,
78713,78713,TX,ERCT,,,,,,,
78714,78714,TX,ERCT,,,,,,,
78715,78715,TX,ERCT,,,,,,,
78716,78716,TX,ERCT,,,,,,,
78717,78717,TX,ERCT,,,,,,,
